label,tweet
takut,ya allah semoga kue bikinan bunda kali ini dengan resep dari google berhasil kasianin saya ya allah kan soleh mau ultah masa gagal maning gagal maning
takut,intelektual muda baru saja  nih ada kasus orang yang naik pesawat tapi dia bercanda  bawa bom sampai akhirnya bikin orangorang panik fiestamaksimum
takut,pertanyaan yang  bakal ditanya nanti pas lebaran itu pasti begini galuh sudah selesai   alhamdulillah sudah bisa jawab  sekarang kerja dimana   alhamdulillah sudah bisa jawab  kapan nikahnya   alhamdulillah eumituanueh jederrrrrrr
senang,jiyeeee jiyeee jeng domi abis menang lawan kei langsung di sambut hangat girl friend kimlad halaaah sandiwara username username username username
marah,hahahha pengngangguran bisa makan dengan demo pasti otaknya minim ditambah dengan minum kencing onta lengkap deh tololnya
marah,kalau  tidak kebukti tidak perlu kabur tuh bangsat cabul logika berpikir orang waras nah cabul imam pula dibela sampai mampus cuma  karena  takut tidak masuk surga kamu url
sedih,anak zaman now lulusan saja  pakai  toga segala un di aula mahal lah kita dulu lulus sd paling banter perpisahan ke cibodas or anyer naik  bis
sedih,di kereta duduk sebrangan sama pasangan bapak dan ibu yang tidurnya pelukan terus dari jogja sampai lewat cirebon sampai jakarta kukena sakit gula kaykanya 
sedih,terus  pasti langsung diomongin selak tua cari uang ya bareng bareng sama suami itu bapak mama mu sudah ingin gendong cucu belajar itu nanti pas sudah berkeluarga pasti tahu itu si anu una unu sudah pada nikah itu si bla beli  blu anaknya sudah  hmm yha mlipir
marah,lha bknnya elu imam cabul dibelain sama  jt orang tolol lho kebayang kan betapa begonya manusai model kamu takut tidak masuk  surga
sedih,penghasilan bersih jt saja  kadang berasa tidak cukup kalau  gaya hidupnya ketinggian mau berapapun penghasilan yang penting  sih manajemen keuangan harus bagus kalau  saya dan istri sangat buruk makanya sampai sekarang  belum  kebeli rumah
marah,beli tong sampah made in jerman biar bisa setara sama negara eropaapa hubungannyatoh itu cuma sekedar tongsekedar wadahgak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem begitu 
takut,tapi ya gik percaya sama saya pasti kalau  suami dan keluarga suami kita pemikiran nya beda sama kita pasti kita dianggep pemberontak karena  apa apa kan harus nurut suami
marah,apakah anda setuju username adalah partai tong kosong nyaring bunyinya berisik tapi miskin manfaat yang setuju rt  gantipresiden
senang,bahagiain orang terus kamu kapan bahagianya yu ya saya bahagia dengan cara itu asal orang lain bahagia apalagi karena saya bahagia saya malah jadi dua kali lipat 
marah,saling menyalahkan dan mencari pembenaran sendiri apakah itu bijak hal ini biasa karena basis suporter juga besar di tambah  provokator yang  anjing pantangmunsur jakmania
senang,username rambut saya kering ngembang dan ikal naturally terus makin parah karena tiap hari sekali  pakai  hair dryer jadi kasihan  saja  ingin di treatment akhirnya keratin karena dia hasilnya bikin tekstur rambut bagus dan rapih
marah,oke an ini buat pertama dan yang terakhir kalinya pergi kehotel tidak pakai mandi pakai sendal jepit dan sudah macam jelek  sudah sampai hotel disuruh naik tanggadan keselnya ada lift disana kenapa disuruh naik tangga untung lagi puasa ini mbak mbak
sedih,saya terenyuh sekaligus kagum kalau ada kesempatan untuk melakukan hal yang sama pasti saya akan lakukan saya yakin dia pun juga tidak ragu untuk melakukan penyelamatan tersebut rest in peace razzan url
marah,hahhaha yang  bela takut tidak masuk sorga fakta logika berpikir waras dia kalau  tidak merasa salah tidak harus juga kabur itu pengecut padahal  yang  bela bejuta yang  goblog url
marah,makanya pernah saya sampaikan kepada anda username jangan kebanyakan baca novel nonton film dan nonton mak lampir pahami saja keseluruhan isi kitab suci alquran akhirnya anda nyasar kan   i t kamu url
cinta,tidak  ngerti lagi deh saya kok bisanya ada orang di dunia ini yang  berdiri saja  tuh sudah keren tshirt saja  gila tidak  itu  username username url
marah,jangan pilih jokowi atau golput saja  sekalian nanti pancasila yang  menjadi dasar negara kita sekarang akan ikutan terganti mau mmmmmoh
marah,orang kayaterkenal lagi makan di warung malah digratisin orang biasamiskin malah disuruh bayar gimana tidak yang  kaya makin kaya yang  miskin makin miskin 
marah,kalau  ada yang  apal orang orang nye tidak mungkin bisa teriak rojali  jangan pernah menuduh yang  belum pasti apalagi menusuk saudara se persija sendiri  persijaselamanya url
marah,tidak sepakat dan anda username sudah menyesatkan orang lain memang dilarang sholat di dalam bangunan yang didirikan untuk kekafiran salah satunya gereja makanya jangan kebanyakan nonton mak lampir saya berlindung kepada allaah
marah,username username ppdb di sman  depok terlalu lama saya masukan berkas jam  pagi sampai jam  belum dipanggil juga manajemen file nya bagaimana ini mana petugas ppdb nya juga kurang info saling tanya tanyaan di meja penerimaan berkas
marah,liga bangke memang  ini liga indonesia alasan  banyak orang dibalik layar banyak yang mementingkan kepentingan pribadi yaudah nikmati saja  toh paling tidak ada imbasnya ke timnas kalau liga gini gini terus
senang,nemuin bacaan yang  bikin terbahak-bahak  di setiap paragrafnya duh suka sekali  saya  sama penulisnya 
marah,pernah pacaran diputusin karena  doi mau istiqomah konon katanya hijrah saya takut nereka kita pisah besoknya pasang foto gandengan sama cewek  semoga tempatnya memang di neraka
senang,ya tidak lah ahahahaha iya kalau  wiraswasta agak susah kadang bagus kadang tibatiba mati makanya harus hatihati sekali  tapi untungnya orang sekitar dan terutama istri saya keren sih toko saya jual duren karena mau lebaran jadi jual kue yang pent
marah,perempuan yang  bilang tidak mau pacaran karena  dosa mau langsung  dinikahin saja  dihalalin mana sinii biar saya suruh bicara  sama yang  makan atiii karena  nikah tidak cintaa kasihan  nangis sndirian temani  giihh
marah,wehh tidak bisa begitu  juga dong kalau  pergantian begitu  kan memang ada transisinya tapi hak nya kan tetap  ssuai jobdes dong kamu puasa di dzalim begitu  pukpukk senior junioritas itu
sedih,yaallah beri ia pacar baru yang nerimo yang gemati yang tidak pelit yang mau bayarin makan yang suka mengajak duluan yang tidak rewel biar sakit hatinya ilang amin
marah,seperti ini sudah hampir minggu username username apakah ini pelayanan yang  anda berikan kepada pelanggan setia jangan minta dm lagi dm juga percuma kalau  tidak ada kelanjutan nya sama sama lah kita bahas di timeline yang  ngurusin dm sudah tidak  benar  lama balas  nya url
marah,tidak sepakat dan anda username sudah menyesatkan orang lain dilarang sholat di dalam bangunan yang didirikan untuk kekafiran salah satunya gereja makanya jangan kebanyakan nonton mak lampir saya berlindung kepada allaah swt
marah,bongluh harusnya terima kasih sama anies  sandi karena  mereka sudah jalanin sebagian ide dan program ahok jangan malah dibully saya curiga jangan luh orang memang  cuma bisanya ngebully saja 
sedih,iya maunya juga nikah tapi lalaki na nu manaaaaaaa kamu sih enak punya calon lah saya bantal guling mau dipeluk saja  hamdalah
sedih,ku sudah prepare semaksimal mungkin pakai  recehan khas anak sekolah macem saya  tapi saya orgnya tidak bisa boongan kalau keluarga lagi  butuh yaudah saya kasih semua yang  saya punya toh mereka juga janjiin bakal balikin tapi ekspektasi kan kadang suk
senang,ingat  jaman sd sekitar kelas an tiap pulang sekolah pasti mampir ke rumahnya username buat main dan nonton meteor garden sama mamahnya ikut mandi sama makan juga baru pulang kalau  sudah di telepon mama  haha
marah,cc in ke cebong dungu maksd hati ingin cari kesalahan username username lwat pohon plastik malah kebongkar semua skandalnya sekali lagi kasihan  ahok gantipresiden url
marah,lokasi kamar di lantai  paling hujuuung protes berisik sekali  anjir di bawah sana depan kostan masih ada yang ulang tahunnya disiramsiram
marah,cara batalin tempat sampah made in jerman yang  sudah terlanjur diadakan oleh gub sebelumnnya gimana pak apa kita belah jadi dua biar ahoker pada happy kalian ini kok kerjanya nyinyirin gubernur anies baik  
sedih,sebagai anggota komite medik di rs tempat saya  bekerja kami kadang  membicarakan death case di rapat komite medik membicarakan pasien yang  meninggal dalam  perawatan di rs bagaimanapun tidak pernah menyenangkan wlopun bukan pasien sendiri pun
marah,kabur kok bangga itu pengecut katanya imam besar kok mesum kok kabur terus  masih banyak orang goblog termasuk kamu yang  belain karena  takut tidak masuk  surga ajaib url
marah,ada ig minta line dikasih line minta saya kenapa tidak sekalian saja  minta playstorenya biar sudah satu paket ada ig saya line mobile legend juga ada
sedih,yaudah tuh mulai dari situ saya hopeless padahal  niat saya tuh ngebahagiain diri saya sendiri dengan  usaha saya sendiri karena saya mikir siapa lagi  yang  bakal ngewujudin wish saya tahun  ini kecuali diri saya sendiri 
sedih,kelaparan  di stasiun beli paket es teh  rotio dan duduk sambil nyruput es teh padahal di sebelah ada orang pada sholat saya merasa seperti syaitonirojim 
marah, lhahhh kok begitu  mau dapat  duitnya tapi tidak mengerjakan  kerjanya orang lama pc situ kah tidak enak ketua pc nya mentang kamu baru digituin ya sabar ra senyumin saja 
senang,nasip saya dan adik  saya hampir sama  kita sama tidak niat daftar poltekkes hampir mau pergi pas mau tes ngasal isi jawaban tidak ada harapan mau masuk situ ujungnya  keterima  hanya  saya jurusan kesehatan lingkungan dia kebidanan
senang,oldmoneygakngerasain pas istirahat tidak jajan  karena cuma ingin main bekal  di depan kelas atau main bentengbentengan di lapangan haha btw i miss about it
sedih,salah seorang teman bertanya sakit mana dengan sakit hati jika saya  dapatkan rasa sakit yang  sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter yakinlah saya  tak hanya mengatakan iya saat dia minta maaf mungkin akan ada pelajaran buat ia pahami sakit itu apa
marah, kasihan  si anas ini sudahlah semua orang percaya anda  korupsi fakta anda kasasi setelah artidjo pensiun maksudnya apa anda  mengharap putusan artidjo yang  tambah  hukuman jadi  tahun  bisa ditelikung oleh hakim lainnya  tidak akan url
marah,di transj saya berdiri dan mau berbaik hati kasih tempat duduk untuk bapak tua  tapi si bapak tua tidak mau eehh malah ada cowok  tidak sopan yang  dudukin tempat duduk itu hadeehhh   
sedih,sedari tadi idung meler terus  waktu  terawih tenggorokan rasanya sakit yaps setelah memakan ini jadi mencair semuanya hehehe url
sedih,ngebahas travel sama  si eman membuka luka lama dari serangkaian luka yang  bisa dibuat agen travel dan oknumnya what the worst can happen to you
takut,banyak sebenarnya yang  mau saya ceritain tapi saya takut yang  baca jadi tertarik ke sini terutama perempuan because i am kinda possessive bitch for these things
marah,jebakan kacung muhrsimam besar  bagi umat muslimtokoh agamaprabowo mlkukan konsultasi keagamaanapanya yang  turun kelaskelas bulu apa kelas bantamalkafirun jelas tidak pahamaplg politisi kelas ecekmodalnya fitnah makinyinyircuma itu url
marah,username  anda  bilang hakim artidjo bukan malaikat ya jelas bukan tapi hakim artidjo berdasar fakta persidangan dan tidak akan buta terhadap korupsi anda yang  sangat jelas buktinya anda yang  sebenarnya bukan malaikat karena  sangat doy
marah,username asli sih kemarin  saingannya sama dota saja  sudah puyeng capernya lah ini dese tambah  pubg tiba tiba ngechat ngirim gambar peringkat saja  keselnya diubun ubun
marah,makanya kalau niat kenal  baik di balas  dengan  niat baik  lah kalau di cuekin y cuekin balik lagi memang  saya rugi kehilangan kamu aduh  kamu salah orang broo
marah,saya bilang juga apa kebaca benerrr kelakuan kamu
marah,kamu dan psi yang  tak punya manfaat pengecutpenjilattukang fitnah ton saya punya teka tekipartai partai apa yang  berideologi dendambermental jongosdan dosponsori taipan brengsek testiq
sedih,ya gusti ini apaan coba lagi cantik nempel sekali  di pala memang  lagi manjaahh lagi ingin dimanjahhh memang  lagi cantikkk tapi bukan sok cantikkk
marah,username username  ini saja  membuktikan anda sudah tidak benar masa napi koruptor bisa punya hp di penjara itu sudah melanggar aturan dan anda dengan  enaknya melanggar aturan ini menandakan bahwa itulah karakter anda
marah,tidak memaksa buat  kenal  sama saya tidak memaksa buat  ml sama saya yang  saya paling tidak suka chat tidak pernh di balas  giliran saya tidak balas  kamu sakit juga tidak hahaha makan tuh ucapan kamu sendri
senang,mayoritas kakakkakaknya datang  sepulang kerja masih pakai pakaian kerja terus kebayang begitu   tahun lagi amin  ada di posisi itu ternyata saya sudah sebesar itu
takut,jam  belum nongol juga eh sampai jam  ditelponin bilangnya bersiap ke tkp kost  yang   lantai kamar super gede sudah lengang sangat  tunggu  waswas sms pak ini saya jadi dijemput kan
takut,ati sis username leptopku juga abis update terus  restart malah jadi black screen pointernya muter terus  tidak bisa log in restore pun tidak bisa karena  tidak sengaja kehapus
marah,dungu username buyback indosat keluar dalam ajang debat yang spontan dalam sesi debat juga anis sering menuduh kubu prabowo didukung para mafia apa elu mau bantah url
marah,username username cuma katacuma selogankyk teriakan mereka saya pancasila bukti  presiden kamu dikatain dungu kalian pada diamajaib saran  mulut sama kenyataan mohon disingkron kan
takut,hanya bedanya si memang  adik  saya suka begitu  sama bau kesehatan jadi memang  masih agak niat lah lah saya memang  asal saja  daptar mana saja  maklum lah pas itu masih takut kalau tidak kuliah tapi berasa si kuliah di tempat  yang  bukan passion kesan nya mirip  budak nilai
senang,well ternyata yang  punya bali nature lumayan awet baunya tadu  sore iseng usap di tangan terus  ditempelin ke bantal ku tinggal pergi sejam  jam ehh baunya masih ninggal lumayan alternatif untukku yang  sering wahing kena farfumm  url
marah,jika hati saya sudah kecewa apa lagi sampai sakit hati begini kamu blok saya ehmmm jangan harap saya mau kenal  kamu lagi kamu dm ribuan kali tidak saya ladenin ingin tahunya  saya kenal  kamu dan rasain bagaimana  chat tidak di buka buka atau tidak di balas  
sedih,rt username dia suka mengopi tapi tidak bersamamu dia suka jalanjalan tapi bukan jalan denganmu dia suka apa saja yang juga kamu suka tapi dia tidak menyukaimu
marah,kamu mau blok twiter saya apa lah saya sudah tidak perduli lagi hilang satu bagi saya tumbuh seribuh ingat  y saya kost sendri kapan yang  saya mau saya bisa jadi kamu jangan merasa bangga sudah blok saya oke byee
marah,jangan hanya tahu korupsi lalu uangnya dihamburkan untuk  negara lain dprri anda semua adalah pemegang amanah rakyat oleh karena rakyat anda bisa bersuara lantang dan oleh karena rakyat anda bisa menjadi terhormat lalu apakah anda bisa menghormati amanah rakyat ingat dan camkan
cinta,saya lagi dengerin lagu zayn malik dulu saya benci sekali  ma doi gara keluar dari d sudah begitu  gayanya tengil tapi semenjak rilis lagu pillow talk boleh  juga wqwq terus  lanjut deh sampai sekarang  suka dengerin lagunya memang terkadang manusia sering menjilat ludah sendiri 
takut,sudah hampir maghrib si bapak supir cerita kalau feeling tidak enak sangat  setelah saya carter mimpi kecelakaan begitu  dan benar  takut kejadian intinya saya tidak dijemput repotin klg juga malu masa pesan  travel saja  tidak pintar 
marah,jangan diam lawan juga mereka yang  memparalat hukum dengan  tujuan kekuasaan  jangan diam lawan juga mereka front linernya komunis berkedok pancasila  url
cinta,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kamu tersenyum padaku i cinta kamu armyselcaday username
marah,padahal yang lain senyum ramah lohh sama fansnya cuma kamu sendiri yang agak angkuh rodo ngadoh piee ngono nek tak rasakne sumpah wagu mas polahmu
marah,adik  kost  pinjam  tupperware saya yang  sebenarnya  akan saya bawa pulang kamis ini sama dese diisi rendang terus  dimasukin freezer she just sent me to hell
sedih,rangorang sibuk memikirkan  nastar saya  masih memikirkan  gimana ini needle automatic microneedlingnya belum datang  apparently im so behind at kultur lebaran as if eating nastar is religous moment 
sedih,sedih dan mendengarkan lagulagu sedih bukan liriknya melainkan musiknya saja untuk menemani malam ini karena ku yakin ku tak bisa tidur cepat malam ini
marah,username username mengakui jaringan tidak nya lemah ya tolong di perkuat dong jangan sampai harga kuota yang   giga di rp  tidak sebanding dengan kualitas sinyalnya perkuat di daerah sariwates kiaracondong kota bandung cc username url
takut,intisarinya jangan main hp samsek digojek geng even sudah deket rumah tinggal ngesot gila yah astagfirullahaladzim orang jaman sekarang tuh ya apa juga dilakuin hik
sedih,ini kakinya diapain sih harusnya ya ampun sakit sekali  nyeri orang rumah sudah pada jengah kali ya saya aduhaduh terus  gara serangan mendadak di kaki
sedih,hampir  taun di jogja sekarang  lagi packing perasaan kemarin sudah di cicil di bawa pulang tapi tetap  masih saja  berasa banyak padahal bajunya itu saja 
senang,senyum sendiri baca oldmoneygakngerasain karena  memang saya ngalamain yang  rata di twit haha kaya di suruh beli minyak tanah ke warung terus dirigenya ditendang pakai  dengkul kaki
marah,kamu mau ngatain saya bencong apa lah terserah kamu yang  pasti saya tidak merasa saya bencong kamu lupa yang  sudah ngewe sama saya giliran saya tidak ngeladenin kamu lagi kamu bilang bencong ehmmmm kasihan  sangat  hidup kamu 
senang,kagum sih sama dia shes younger than me badannya kecil kek anak smp sekarang mimpin satu cabang besar isi  orang dan cabangnya one of the best di region banten
marah,mau cerita jadi tadu  sebelum magrib sempet keluar rumah buat antar  adik  bukber nah di jalan pulang ketemulah sama cewek  cewek  berkerudung tapi rambutnya kelihatan  dibelakangnya mereka bonceng  dan jalannya ditengah padahal jalanan ramai  eh disalip ketiganya ngomel 
marah,dprri pemegang amanah rakyat tetapi selalu membalikan telapak tangan dewan yang  membuat aturan dan dewan pula yang  melanggar aturan segelintir dewan mencoreng amanah rakyat dengan  melakukan korupsi jls bersalah dan selalu berkelit menutupi kesalahan dengan  bersandiwara
marah,tidak usah menyalahkan siapasiapa segala keburukan yang menimpa anda adalah karena kebodohan dan kesalahan anda sendiri dan ini bukan penghinaan tapi peringatan keras agar kedepan bisa lebih cerdas jadilah
sedih,username username salah satunya karena  terutama pejabat negeri ini suka mencari cari kesalahan  kelemahan pejabat lainnya bukan sama sama cari solusi bagaimana  bangsa ini bisa maju dan berkarya
marah,ya congoni mahidup satu kost  ada yguda tua nenek banyak bersabar banyak ucap doa saja  ya karena  makin tua makin buat emosi ternyata pemirsyahhhh
sedih,sudah abis tuh bapak  kuomelin ya allah pak bapak  yakin tidak jemput saya nih cuma  karena  feeling saja  percaya tuh sama  allah paak blablablaa tapi bapanya bersikukuh lalu tinggallah daku sendiri tiada yang  menemani di kost  segede itu 
marah,ini pertemuan diundur lagi kemungkinan besar bebas visa diundur lagi memang  sih ini negara php tingkat tinggi username username username username
sedih,tidak bisa tidur males bongkarin tidur pakai  jeans berharap segera pagi pagi tiba langsung  naik bus pertama yang  lewat depan kos dengan koperku sampai malang dengan  kudu nangis takkusangka ada travel agent yang  sedemikian busyuuk
sedih,hati kecil ini selalu berkata jujur dan selalu membuat penyesalan setelah apa yang dilakukan itu salah selalau mengingat bagai mana cara keluar dari zona yang kelam menuju kebenaran hidup ituh pilihan  berlaku baik atau pudar ketulusan
senang,dapat  driver username orang batak marga tampubolon nama depan disembunyikan yang seumuran sudah deh di jalan bicara  ketawaketawa serasa lagi bicara  sama sepupu sendiri halak hita dang adong matinya mauliate godang lae hu horas 
sedih,dari siang sampai sekarang perut sudah tidak karuan susah ngejelasin gimana sakitnya karena  memang beda sangat  sama hamil yang  pertama bukan merasakan  perut kencang  atau kontraksi atau keram lainnya tapi lebih ke mual dan di kocok ke level yang lebih parah 
sedih,kadang pulang cerita ke anak isteri abis nonton konser a b c dan gratis karena  sembari kerja tapi tiap anaknya tanya  konser ina itu kelewatan sedih yha
marah,baguslah itu namanya sadar diri mana mungkin tersangka kasus cabul bisa jadi pemimpin umat btw kasus username gimana terus cerita anda  ame nyang itu  gimane url
marah,anis bilang prabowo didukung mafia asal mangap apa fakta sok nyolot kunyuk username satu ini tidak ada sopan santunnya sama pemimpin
sedih,saya tidak mampu mencegah hatiku untuk tidak terus merindukanmu meski saya sadar bahwa rasa rindu ini hanya akan membuatku bertambah sakit
senang,terima kasih sudah bekerja keras kasih kita army musik yang berkualitas musik yang keren musik yang inspiratif musik yang menyembuhkan sehat selalu  terus berkarya we cinta kamu rm
senang,abis sahur sembahyang subuh balek tidur lagi bangun jam  dan sampai ruangan jam  kurang  menit sptinya saya harus mengapresiasi diri sendiri karena  dapat  mandi seragaman pakai  bedak sama  gincu dan berjalan dalam  waktu  menit 
marah,kalau boleh jujur sampai sekarang saya masih belum  sepenuhnya menerima perilaku tidak sopan orang ini yang  berusaha keluar masuk hubungan kita dulu karena saya merasa  tidak adil saja  saya tidak pernah ngerusak hubungan orang sampai sekarang kalau saya ingat  caranya masuk saya tidak habis pikir
senang,abis sahur sembahyang subuh balek tidur lagi bangun jam  dan sampai ruangan jam  kurang  menit sptinya saya harus mengapresiasi diri sendiri karena  dapat  mandi seragaman pakai  bedak sama  gincu dan berjalan dalam  waktu  menit 
marah,total duit diorang hampir mau  jt yang ngutang pada punya otak tidak yahhhditagih pura mati ada yang mati duluan anaknya ngemis bingung ngembaliin nya sudah begitu  dia masih kuliah ditagih nunggu dia kuliah terus kerja sampai  saya punya cucu itu  utang baru selesai  mungkin tong
marah,username username gimanegk berani komen kanngomong kek paling pancasila mau tanya waktu bicara  saya pancasila kalian tidak lagi mabuk kanato bicara  sambil liat teksanak muda optimishek anak muda yang  kehilangan urat malu iye kali  
takut,sedihnya tuh ketika sedang seperti ini tidak ada tempat sampah jadinya nyampah saja  di twitter maaf ya followerku  btw saya bingung deh tadi nimbang  terus  pup x abis itu turun lagi jadi  ini timbangannya yang  labil apa gimana
marah,nah lho yang  digadang bakal benerin dan majuin daerahnyamalah pesan  barang saja  ke luar negeri padahal  hasil kerajinan penduduk lokal saja  banyak  yang  bagus tidak habis pikir deh saya giliran gini saja  kalian tidak koarklo toko sebelah polah sedikit  saja  pedas  tuh mulut kalau diam  saja 
marah,rakyat indonesia sudah cukup menderita oleh ulah para koruptor yang  kebal hukum jangan bahagia di atas penderitaan rakyat indonesia punya penjajah yang  terparah yaitu koruptor rakyat bekerja keras membanting tulang koruptor yang  menikmatinya
cinta,saya hanyalah ciptaan tuhan bukan superhero apalagi malaikat saya hanya bisa melakukan apa yang saya lakukan dek itulah saya anak nomor tiga yang murah hati dan saya mohon semoga kamu cepat tahu dek 
takut,suami tidak dukung lahiran normal dari awal suruh  sesar ajaa takut akunya tidak kuat ngelahirin  anak saya jadi takut juga bawaannya tapi kalau  dengar  testi orang yang  sc tidak ada yang  bilang lebih enak dari normal 
sedih,terkejut diri ini kan lalu perut ku kruyukan akhirnya ku putuskan untuk  searching dimane foodcourt nya eh pas searching no signal breh tri ku di thamrin dan tanabang tidak berfungsi samsek
sedih,kesalahan malam ini tadi masak indomi sebungkus lalu merasa itu terlalu sedikit  dan masak satu bungkus lagi terus sekarang enek sendiri liatnya susah amat menahan napsu duniawi
senang,empat tahun lalu ketika orangorang hepi karena keterima kerjasekolah lagi saya hepi karena nama saya nongol di daftar ini  workshopcerpenkompas tsygmc foto username url
cinta,saya hanyalah ciptaan tuhan bukan superhero apalagi malaikat saya hanya bisa melakukan apa yang saya lakukan dek itulah saya anak nomor tiga yang murah hati dan saya mohon semoga kamu cepat tahu dek  menjauhdarijanji
marah,saya tidak ikhlas kalau kamu masuk dan muncul lagi di kehidupan saya jadi jangan muncul lagi karena sakit hati saya berasa lagi di setiap kemunculan kamu apapun alasannya jangan ganggu kita lagi
senang,makan nasi padang di senin  kemudian nonton live music di taman suropati sampai malam  dan bicara  tentang  semuanya sampai bisik ditelinga hehe baliknya naik transj dan bicara  lagi  then he walk me home literally walk and talk sayangnya best date with cowok  yang  kurang tepat hehe url
sedih,username cibiru entah kenapa begitu  daya tariknya kencang  sekali  sekarang  lagi sayangsayangnya begitu  tapi apa daya bentar lagi mau tidak mau harus siap tinggalkan  
senang,waktu itu kami bertiga puluh dipilih dari sekitar  orang yang mendaftar ya gimana tidak berasa bangga  workshop kami diajar oleh fajar arcana agus noor dan semo gumira ajidarma workshopcerpenkompas tsygmc foto masih username url
takut,mengistirhatkan badan itu penting tapi saat hendak istirahat teringat akan tugas yang tak kunjung selesai  akhirnya bangun duduk depan laptop dengerin radio tinggal nulis nya saja  mikir kemanamana ya begitulah
sedih,westerima kenyataan mbah anak lanange lebih kelihatan muda menawan tegap dan gagah ketimbang suaminya cemburuuuuu suami merasa anak lanange lebih sering dibanggakan dari pada suamine dewe 
sedih,pernah tidak kalian merasakan  dulu kalian pernah amat sangat menginginkan sesuatu dan berjuang matian buat dapetinnya tapi suatu saat kalian berhadapan sangat dekat dengan  hal tersebut dan tatap dalam lalu terlintas pikiran wait kayaknya sekarang saya sudah tidak mau ini lagi deh
takut,alergi apa coba kok jadi bintikbintik gini kata sudah  karena makan ikan tuna apa karena cuaca yang  terlalu panas kali yaa uucchhh tersiksa kena garukan
marah,nah terus  ai bakil pan pesan  gojek ebuset no signal sekalinya ada dapat  driver nih marah ora jelas sudah kakek memang  tapi ya annoying saja  beliau itu ingin berkata kasar tapi diriku lagi  penuh dosa jadi ku tahan
marah,haha kasihan juga kepada  akun inibelum sembuh juga sakit dendamnyasepnjang harikerjanya usilin aniesdikiranya anies awareegppdhl konconya sudah banyak  yang  insafyg inibelumtunggu struk url
marah,username saya  sudah menghubungi halo bca  dan tekan   dan  saya sudah melakukan itu sampai x sampai pulsa saya  habis dan jawaban nya selalu maaf operator kami sedang sibuk gimana mau cek status saya 
sedih,tadi ke raacha karena  bm tomyam nya tbtb masnya yang  nyiapin meja bilang kok mukanya kaya tidak asing sering kesini ya wkwkwk mas nya tahu saja  
marah,agak  ksel juga ya setiap  mau expo pasti h yang  dpnya kalau begitu  mah boro mau brangkat psen tiket saja  mals  atau tidak yang  begini   udahh d malang beb saya isi ya dp sekarang   rasanya ingin  saya jotosin palanya 
sedih,lost kg in a month gara kerjaan yang cukup bikin stres padahal dari zaman kuda susah sekali  nurunin sekilo saja  daku tersenyum perih url
marah,username username ini baru yang  katanya heboh bagaimana  gaberner n wklnyagmana tuh kok tidak dibenerin memangnya  zaman kolonialrusaklah negara eson
senang,so yeah setelah empat tahun akhirnya kami barengbareng menerbitkan buku kumpulan cerpen sendiri judulnya tsygmc buku ini diterbitkan oleh username dalam format fisik dan ebook workshopcerpenkompas url
marah,seharian tadi surabaya macet  lampu merah dibikin yang  baru  samping bank mega darmo dan di depan kfc darmo  malah makin macet bukanya tambah lancar curcol surabaya surabayamacet
marah,ah mudik kok dilarang lewat toll dasar tolloll kalau lewat ngutang wajarkita bayar kok bong lagi  kalau kaga boleh lewattiap pintu toll kasih sudah tulisan toll khusus cebong dan kacung nanti kita baru sadar
marah,bilangnya selo tapi disuruh kerja ogahhan nanti capai  dan lain kalau kerja sudah lillah sama  ikhlas mau capai  atau tidak  itu dipikir belakangan atau malah tidak dipikir sama sekali toh nanti kita juga yang  untung dapat  pengalaman dan pembelajarannya
senang,duh sumpe terbahak-bahak  hahaha jaman kalau  ngetweet terus kelihatan  via blekberi itu kamu sudah masuk kategori anak gaul tingkat international ya duh susah sih kalau  knalpot dikasi nyawa mah begitu jadinya
senang,username username terima kasih sekali  pak presidenku n kabinet dengan  hsl kinerja yang  mulia nkri tidak dipandang entengsemoga tetap  kita jaga n terjaga warsan tersebut 
senang,kemarin buku tsygmc ini sempat ditwit oleh mas agus noor untuk tagar bacabukunya senang  begitu  liatnya biarpun saya anak murtad sudah sejuta tahun lamanya tidak nulis fiksi  workshopcerpenkompas url
sedih,saya kasihan sama  mama hulk ijo ini bah membesarkan anak yang  bahkan tidak punya nyali shg pakai  akun anonim badan besar otak kosong url
senang,bgsd saya terbahak-bahak  malam  nonton ini anjir serius ini qalqalahnya mantap  sekali  astagaaaaaa receh sekali  guaaaa url via username
marah,username jasa pengiriman sangat tidak profesional sampai kapanpun tidak akan pakai  jasa pengiriman ini lagi menanggapi pengaduan lama awas saja  paket saya  yang  nyasar karena  petugas anda salah input sampai ilang berarti su viralkan
sedih,keinginanku untuk  membeli ini itu seketika terhenti karena   kalimat memang  punya duit cuma nyokap saja  yang  bisa bicara  begitu  karena  bagaimana  ya kan beli pakai  uang jajan dari siapa 
sedih,iya saya baru ingat dia dulu pernah lelah menunggu saya yang menganggapnya hanya teman dan saat ini saya yang lelah menunggumu untuk kembali memelukku lagi
senang,bun saya bantuin nempatin es buah ya tidak biasa sekali  ah pasti kamu mau  ngisi paling banyak di gelas kamu kan ehee bunda tahu saja  url
marah,bukan tipikal orang yang mesti dimaintain dengan chatting terus terusan sih saya tuh memang males juga cuma ya when you got time please reply mine
